# status	domain	symbol	file	citation	rationale
# status:
#   allowed    - may appear in trusted theorem assumptions
#   candidate  - known assumption candidate, not allowed in trusted theorem closure
#   retired    - historical assumption that should no longer be used
#
# Axioms are acceptable only when they are narrow, citation-backed, and not a
# disguised local correctness theorem. Keep this file small. Add broad or
# implementation-specific facts as candidate until they are decomposed or proven.
#
# The verification runner treats an empty allowed set as "no trusted axioms".
# Current trusted files are expected to be axiom-free.
retired	core	levenshtein_triangle_standard	docs/verification/grammar/theories/Core/Edit.v	https://doi.org/10.1145/321796.321811	No active source-level assumption remains under this symbol; Levenshtein metric facts should continue to import the repo's proven modular theorem.
retired	core	transition_state_positions_epsilon_closed	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed stale transition evidence route; current completeness uses position_subsumed_from_run and does not expose the over-strong exact antichain epsilon-closure field.
retired	core	automaton_run_nonempty_epsilon_closed	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed stale wrapper with the transition evidence route; no active source-level assumption remains under this symbol.
retired	core	fold_state_insert_incl_std_trans_proof	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed false exact antichain inclusion field; Standard-to-Transposition acceptance now uses proved Standard soundness plus damerau_lev_le_standard and the narrowed Transposition completeness contract.
retired	core	epsilon_closure_spread_bound_proof	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed with the stale Standard-to-Transposition run-correspondence route; no active source-level assumption remains under this symbol.
retired	core	epsilon_closure_spread_bound_ms_proof	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed with the stale Standard-to-MergeSplit run-correspondence route; no active source-level assumption remains under this symbol.
retired	core	AutomatonFoldStateEvidence	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed false exact fold-state inclusion record; Standard-to-MergeSplit acceptance now uses proved Standard soundness plus ms_le_standard and the narrowed MergeAndSplit completeness contract.
retired	core	AutomatonCompletenessCoreEvidence_unused_fields	docs/verification/core/theories/Automaton/Completeness.v	https://doi.org/10.1007/s10032-002-0082-8	Removed unused exact transition-production, epsilon-closure final inclusion, and local distance-tracking fields from the core completeness record; no active source-level assumptions remain under those symbols.
retired	core	automaton_distance_correct	docs/verification/core/theories/Automaton/MainTheorem.v	https://doi.org/10.1007/s10032-002-0082-8	Now proved locally from the accepting-distance witness, standard run reachability, and the existing reachable-position error bound.
retired	msm	msm_metric_properties	docs/verification/msm/theories/Metric/MainTheorem.v	https://doi.org/10.1109/TKDE.2012.88	Replaced by narrow per-theorem MSM assumptions below so the non-empty-domain triangle restriction and executable empty-series behavior stay explicit.
allowed	msm	MsmDistanceEvidence	docs/verification/msm/theories/Core/MsmDistance.v	https://doi.org/10.1109/TKDE.2012.88	Stefan et al. define MSM as a metric for positive split/merge cost; this record is now limited to the recursive non-empty/non-singleton DP identity-of-indiscernibles case for the local recurrence, stated as pointwise Qeq rather than raw Coq equality over unreduced rationals.
retired	msm	msm_reflexive_diagonal_proof	docs/verification/msm/theories/Core/MsmDistance.v	https://doi.org/10.1109/TKDE.2012.88	Now proved locally by row-diagonal Move-path invariants in msm_reflexive_diagonal_direct.
allowed	msm	msm_zero_implies_series_eq_proof	docs/verification/msm/theories/Core/MsmDistance.v	https://doi.org/10.1109/TKDE.2012.88	Identity of indiscernibles follows from MSM metricity when the split/merge constant is positive; empty mismatches, singleton edge cases, and the exact two-point/two-point DP case are proved locally before the remaining recursive DP assumption is used.
allowed	msm	msm_symmetric_nonempty_premise	docs/verification/msm/theories/Metric/Symmetry.v	https://doi.org/10.1109/TKDE.2012.88	Symmetry is one of the published MSM metric laws; local empty-series cases remain proved directly.
allowed	msm	MsmTriangleEvidence	docs/verification/msm/theories/Metric/TriangleInequality.v	https://doi.org/10.1109/TKDE.2012.88	Triangle inequality is used only in the narrowed theorem that excludes the known-false empty-middle case for this executable extension.
allowed	msm	msm_triangle_empty_X	docs/verification/msm/theories/Metric/TriangleInequality.v	https://doi.org/10.1109/TKDE.2012.88	Explicit field of MsmTriangleEvidence for the non-empty middle, empty-source triangle case; retained until the MSM DP lower-bound proof is local.
allowed	msm	msm_triangle_empty_Z	docs/verification/msm/theories/Metric/TriangleInequality.v	https://doi.org/10.1109/TKDE.2012.88	Explicit field of MsmTriangleEvidence for the non-empty middle, empty-target triangle case; retained until the MSM DP lower-bound proof is local.
allowed	msm	msm_triangle_nonempty	docs/verification/msm/theories/Metric/TriangleInequality.v	https://doi.org/10.1109/TKDE.2012.88	Explicit field of MsmTriangleEvidence for the non-empty-series triangle case; does not apply to the known-false empty-middle executable extension.
retired	llre	ThompsonEvidence	docs/verification/llre/theories/ThompsonConstruction.v	https://doi.org/10.1145/363347.363387	Retired after local star/plus loop classification and accepting-run decomposition proofs; Thompson soundness and correctness no longer require evidence parameters.
candidate	tla	tlc_finite_state_exhaustiveness	docs/verification/tla/README.md	https://lamport.azurewebsites.net/tla/book.html	Industry-standard model-checking assumption: TLC exhaustively checks the configured finite state space, not the unbounded algorithm.
